video_id,comment_id,text,author,channel_id,likes,replies,time,timestamp,scraped_at,source,original_length,clean_text,normalized_text,processed_text,sentiment_text,text_length,word_count,avg_word_length,sentiment_polarity,sentiment_subjectivity,has_exclamation,has_question,has_emoji
dc5S4IV_NeA,Ugzbd9MGX9lXW9v0tGd4AaABAg,Where is this advert made for? Can’t be the UK it’s brilliant ✌️,@desertofthereal4062,,0,0,19 hours ago,1763105411.465923,2025-11-14T21:30:11.465923,youtube,64,Where is this advert made for? Can’t be the UK it’s brilliant ✌️,where is this advert made for can’t be the uk it’s brilliant ✌️,advert made uk brilliant,Where is this advert made for? Can’t be the UK it’s brilliant ✌️,64,13,4.0,0.9,1.0,False,True,True
dc5S4IV_NeA,Ugxz6-tDN3FwTf-yGfN4AaABAg,And a piano house track,@nonsense168,,0,0,19 hours ago,1763105411.566283,2025-11-14T21:30:11.566283,youtube,23,And a piano house track,and a piano house track,piano house track,And a piano house track,23,5,3.8,0.0,0.0,False,False,False
dc5S4IV_NeA,Ugzd-n3f2cPczmOBKc14AaABAg,"Finally, a White British family lol",@BlazeNero,,0,0,1 day ago,1763087411.667222,2025-11-14T21:30:11.667222,youtube,35,"Finally, a White British family lol",finally a white british family lol,finally white british family,"Finally, a White British family lol",35,6,5.0,0.26666666666666666,0.2333333333333333,False,False,False
dc5S4IV_NeA,Ugztd7P19ZpeiFaxI714AaABAg,Nice to see a Christmas advert representing 82% of England and Wales for a change.,@nanookmoose,,0,0,1 day ago,1763087411.768642,2025-11-14T21:30:11.768642,youtube,82,Nice to see a Christmas advert representing 82% of England and Wales for a change.,nice to see a christmas advert representing of england and wales for a change,see christmas advert representing england wale change,Nice to see a Christmas advert representing 82% of England and Wales for a change.,82,15,4.533333333333333,0.6,1.0,False,False,False
dc5S4IV_NeA,Ugwo1TtLuaazT6IsrO94AaABAg,Great advert!,@Josephdrfsharpe,,0,0,1 day ago,1763087411.869844,2025-11-14T21:30:11.869844,youtube,13,Great advert!,great advert,great advert,Great advert!,13,2,6.0,1.0,0.75,True,False,False
dc5S4IV_NeA,UgzvqIOJ5rA-6LUbuVF4AaABAg,This is their best Christmas advert and you know they had it large on NYE,@Peter-mw3wj,,0,0,1 day ago,1763087411.971729,2025-11-14T21:30:11.971729,youtube,73,This is their best Christmas advert and you know they had it large on NYE,this is their best christmas advert and you know they had it large on nye,best christmas advert know large nye,This is their best Christmas advert and you know they had it large on NYE,73,15,3.933333333333333,0.6071428571428571,0.36428571428571427,False,False,False
dc5S4IV_NeA,Ugy4b48fVYtjvsDw9Q54AaABAg,"Well done John Lewis, we all needed this. Normal family, normal history, normal Christmas  normal message. Final feels like a Christmas ad we can all relate to.",@Danny-vx1wc,,0,0,1 day ago,1763087412.07309,2025-11-14T21:30:12.073090,youtube,160,"Well done John Lewis, we all needed this. Normal family, normal history, normal Christmas normal message. Final feels like a Christmas ad we can all relate to.",well done john lewis we all needed this normal family normal history normal christmas normal message final feels like a christmas ad we can all relate to,well done john lewis needed normal family normal history normal christmas normal message final feel christmas ad relate,"Well done John Lewis, we all needed this. Normal family, normal history, normal Christmas normal message. Final feels like a Christmas ad we can all relate to.",160,27,4.925925925925926,0.12,0.72,False,False,False
dc5S4IV_NeA,UgwGLXZCZq-1XhxJcFt4AaABAg,Brings me tears tbh I can relate to this 100%,@tylerpearce9610,,0,0,1 day ago,1763087412.174733,2025-11-14T21:30:12.174733,youtube,45,Brings me tears tbh I can relate to this 100%,brings me tears tbh i can relate to this,brings tear tbh relate,Brings me tears tbh I can relate to this 100%,45,10,3.6,0.0,0.0,False,False,False
dc5S4IV_NeA,UgzqZsNo3Nn7nnks9_B4AaABAg.AP5m_n5r8YdAP9tdX8aAmk,"as I said on twitter, still balling my eyes out",@patrickclark2588,,0,0,9 days ago,1762396212.557799,2025-11-14T21:30:12.558303,youtube,47,"as I said on twitter, still balling my eyes out",as i said on twitter still balling my eyes out,said twitter still balling eye,"as I said on twitter, still balling my eyes out",47,10,3.8,0.0,0.0,False,False,False
dc5S4IV_NeA,UgyfQLT7nt2Qv_EVSKR4AaABAg,My father's idea of bonding was smashing an ashtray across my face and hoofing me down the stairs. Happy days.,@btkjay9749,,0,0,1 day ago,1763087413.047865,2025-11-14T21:30:13.047865,youtube,110,My father's idea of bonding was smashing an ashtray across my face and hoofing me down the stairs. Happy days.,my fathers idea of bonding was smashing an ashtray across my face and hoofing me down the stairs happy days,father idea bonding smashing ashtray across face hoofing stair happy day,My father's idea of bonding was smashing an ashtray across my face and hoofing me down the stairs. Happy days.,110,20,4.55,0.32222222222222224,0.6444444444444445,False,False,False
dc5S4IV_NeA,UgzAg7F8rnmozA0NlYx4AaABAg,Eeeee loved the music didn’t cry tho shame wanted to feel,@KarimaMane-e9s,,0,0,1 day ago,1763087413.148243,2025-11-14T21:30:13.148243,youtube,57,Eeeee loved the music didn’t cry tho shame wanted to feel,eeeee loved the music didn’t cry tho shame wanted to feel,eeeee loved music cry tho shame wanted feel,Eeeee loved the music didn’t cry tho shame wanted to feel,57,11,4.2727272727272725,0.7,0.8,False,False,False
dc5S4IV_NeA,UgzxOTNuI_iftXWcmYR4AaABAg,"Best John Lewis Ad in years, if not ever!",@ltrott83,,0,0,1 day ago,1763087413.24932,2025-11-14T21:30:13.249320,youtube,41,"Best John Lewis Ad in years, if not ever!",best john lewis ad in years if not ever,best john lewis ad year ever,"Best John Lewis Ad in years, if not ever!",41,9,3.6666666666666665,1.0,0.3,True,False,False
dc5S4IV_NeA,UgzEkh0a8wswwzRZ6fh4AaABAg,"What a great ad - very sentimental, but positive. Just right for Christmas!",@JustinPugsley,,0,0,1 day ago,1763087413.451931,2025-11-14T21:30:13.451931,youtube,75,"What a great ad - very sentimental, but positive. Just right for Christmas!",what a great ad very sentimental but positive just right for christmas,ad sentimental positive right christmas,"What a great ad - very sentimental, but positive. Just right for Christmas!",75,13,4.846153846153846,0.2648538961038961,0.7077922077922078,True,False,False
dc5S4IV_NeA,UgyF3XjhgyGM-aO57gR4AaABAg,"Anyone  knows  name of the song ( second  part  of the  song ,male vocal )?",@s.n.852,,0,0,1 day ago,1763087413.553159,2025-11-14T21:30:13.553159,youtube,75,"Anyone knows name of the song ( second part of the song ,male vocal )?",anyone knows name of the song second part of the song male vocal,anyone know name song second part song male vocal,"Anyone knows name of the song ( second part of the song ,male vocal )?",75,15,3.7333333333333334,0.0,0.05,False,True,False
dc5S4IV_NeA,UgzVXI88tRZJhGCfecx4AaABAg,"Amazing track, never thought I would hear that on a Xmas Ad ever.

Well done on an amazing advert John Lewis!",@DamienCharlesworth85,,0,0,1 day ago,1763087413.65466,2025-11-14T21:30:13.654660,youtube,109,"Amazing track, never thought I would hear that on a Xmas Ad ever. Well done on an amazing advert John Lewis!",amazing track never thought i would hear that on a xmas ad ever well done on an amazing advert john lewis,amazing track never thought hear xmas ad ever well done amazing advert john lewis,"Amazing track, never thought I would hear that on a Xmas Ad ever. Well done on an amazing advert John Lewis!",109,21,4.190476190476191,0.675,0.9,True,False,False
dc5S4IV_NeA,UgyXlHHBxkMCWAidDch4AaABAg,"So simple, made me cry",@yudit4208,,0,0,1 day ago,1763087413.755718,2025-11-14T21:30:13.755718,youtube,22,"So simple, made me cry",so simple made me cry,simple made cry,"So simple, made me cry",22,5,3.6,0.0,0.35714285714285715,False,False,False
dc5S4IV_NeA,UgxRl9SS0TB5yuy41_F4AaABAg,"I consider myself very lucky that I'm have a close relationship with my son, we share our love of Exploring, 90s music , video games, but yep he does sometimes wear the big headphones and complains when he has to tidy up but that's Teenagers 🙂",@ExploringwithAustinandThomas,,0,0,1 day ago,1763087413.856969,2025-11-14T21:30:13.856969,youtube,243,"I consider myself very lucky that I'm have a close relationship with my son, we share our love of Exploring, 90s music , video games, but yep he does sometimes wear the big headphones and complains when he has to tidy up but that's Teenagers 🙂",i consider myself very lucky that im have a close relationship with my son we share our love of exploring s music video games but yep he does sometimes wear the big headphones and complains when he has to tidy up but thats teenagers 🙂,consider lucky im close relationship son share love exploring music video game yep sometimes wear big headphone complains tidy thats teenager,"I consider myself very lucky that I'm have a close relationship with my son, we share our love of Exploring, 90s music , video games, but yep he does sometimes wear the big headphones and complains when he has to tidy up but that's Teenagers 🙂",243,46,4.304347826086956,0.3833333333333333,0.625,False,False,True
dc5S4IV_NeA,UgxK4mh-5WcFUZCIPO94AaABAg,The worst christmas advert i have ever seen,@SuperTorres76,,0,2,1 day ago,1763087413.95783,2025-11-14T21:30:13.957830,youtube,43,The worst christmas advert i have ever seen,the worst christmas advert i have ever seen,worst christmas advert ever seen,The worst christmas advert i have ever seen,43,8,4.5,-1.0,1.0,False,False,False
dc5S4IV_NeA,UgwW1GIDAvThWUDtgjF4AaABAg,Great advert,@christopherhoward5959,,0,0,1 day ago,1763087414.059043,2025-11-14T21:30:14.059043,youtube,12,Great advert,great advert,great advert,Great advert,12,2,5.5,0.8,0.75,False,False,False
dc5S4IV_NeA,UgxMd8XhI97m-FCaQCl4AaABAg,"Started off mega cheesy, then it got me 😢",@3500P5,,0,0,1 day ago,1763087414.160419,2025-11-14T21:30:14.160419,youtube,41,"Started off mega cheesy, then it got me 😢",started off mega cheesy then it got me 😢,started mega cheesy,"Started off mega cheesy, then it got me 😢",41,9,3.6666666666666665,-0.5,1.0,False,False,True
dc5S4IV_NeA,Ugya1Ouxe4NjlLiJxRd4AaABAg,"Finally, something without an agenda, brung a tear to my eye",@cotchingg,,0,0,2 days ago,1763001014.262185,2025-11-14T21:30:14.262185,youtube,60,"Finally, something without an agenda, brung a tear to my eye",finally something without an agenda brung a tear to my eye,finally something without agenda brung tear eye,"Finally, something without an agenda, brung a tear to my eye",60,11,4.545454545454546,0.0,1.0,False,False,False
dc5S4IV_NeA,Ugxsuzkqp0hO_wqhjcJ4AaABAg,53 year-old with a five year-old who saves my life every single day.  Need I say more.,@astrabelmont,,0,0,2 days ago,1763001014.363346,2025-11-14T21:30:14.363346,youtube,86,53 year-old with a five year-old who saves my life every single day. Need I say more.,yearold with a five yearold who saves my life every single day need i say more,yearold five yearold save life every single day need say,53 year-old with a five year-old who saves my life every single day. Need I say more.,86,17,4.0588235294117645,0.2142857142857143,0.35714285714285715,False,False,False
dc5S4IV_NeA,UgzRtRKkomKfmhM5VQt4AaABAg,"This is what a Christmas advert should look like, should represent.  Love, Dads, Sons, Mothers, daughters, family.  ♥♥",@judygreggor612,,0,0,2 days ago,1763001014.463891,2025-11-14T21:30:14.463891,youtube,118,"This is what a Christmas advert should look like, should represent. Love, Dads, Sons, Mothers, daughters, family. ♥♥",this is what a christmas advert should look like should represent love dads sons mothers daughters family ♥♥,christmas advert look represent love dad son mother daughter family,"This is what a Christmas advert should look like, should represent. Love, Dads, Sons, Mothers, daughters, family. ♥♥",118,18,5.5,0.5,0.6,False,False,True
dc5S4IV_NeA,Ugx2SGF7pp8fkYSXeKF4AaABAg,I do not care about what any adverts message is.  I have 2 separate 12 inch copies of that track in my collection. hopefully the value goes up and i make a few quid. Santa has come early.,@Nigelwheeler-fz3is,,0,0,2 days ago,1763001014.666288,2025-11-14T21:30:14.666288,youtube,187,I do not care about what any adverts message is. I have 2 separate 12 inch copies of that track in my collection. hopefully the value goes up and i make a few quid. Santa has come early.,i do not care about what any adverts message is i have separate inch copies of that track in my collection hopefully the value goes up and i make a few quid santa has come early,care advert message separate inch copy track collection hopefully value go make quid santa come early,I do not care about what any adverts message is. I have 2 separate 12 inch copies of that track in my collection. hopefully the value goes up and i make a few quid. Santa has come early.,187,38,3.9210526315789473,-0.05,0.2,False,False,False
dc5S4IV_NeA,UgzENsc3_fpXdLZnAGR4AaABAg,Oh no I voted through this one as well,@cinammondream,,0,0,2 days ago,1763001014.76778,2025-11-14T21:30:14.767780,youtube,38,Oh no I voted through this one as well,oh no i voted through this one as well,oh voted one well,Oh no I voted through this one as well,38,9,3.3333333333333335,0.0,0.0,False,False,False
dc5S4IV_NeA,Ugz8sCeUDSDK_5jdcZt4AaABAg,Thank you JL.  Men needed this.,@NeilYoung-hh7ne,,0,0,2 days ago,1763001014.96993,2025-11-14T21:30:14.969930,youtube,31,Thank you JL. Men needed this.,thank you jl men needed this,thank jl men needed,Thank you JL. Men needed this.,31,6,4.166666666666667,0.0,0.0,False,False,False
dc5S4IV_NeA,UgxK4mh-5WcFUZCIPO94AaABAg.APSrlB6Z7zoAPUB7uk9MQS,Care to elaborate?,@danielholtom7777,,0,0,1 day ago,1763087415.265218,2025-11-14T21:30:15.265218,youtube,18,Care to elaborate?,care to elaborate,care elaborate,Care to elaborate?,18,3,5.333333333333333,0.5,1.0,False,True,False
dc5S4IV_NeA,UgxK4mh-5WcFUZCIPO94AaABAg.APSrlB6Z7zoAPW8_i8e06D,​ @danielholtom7777 its nothing to do with Christmas plus it doesn't make any sense,@SuperTorres76,,0,0,11 hours ago,1763134215.368087,2025-11-14T21:30:15.368087,youtube,83,​ its nothing to do with Christmas plus it doesn't make any sense,​ its nothing to do with christmas plus it doesnt make any sense,nothing christmas plus doesnt make sense,​ its nothing to do with Christmas plus it doesn't make any sense,83,14,5.0,0.0,0.0,False,False,False
dc5S4IV_NeA,UgwyqbM6m_54Gp07BhF4AaABAg,I'm in tears 😢 beautiful advert,@russellthompson9271,,0,0,2 days ago,1763001015.696723,2025-11-14T21:30:15.696723,youtube,31,I'm in tears 😢 beautiful advert,im in tears 😢 beautiful advert,im tear beautiful advert,I'm in tears 😢 beautiful advert,31,6,4.333333333333333,0.85,1.0,False,False,True
dc5S4IV_NeA,UgyzgIWSonrGKHSr-KN4AaABAg,"wow I no longer live in the UK but its the first advert that has really hit me hard, that was amazing! PR finally doing what they should do! Brilliant!!!",@MusicProducerinPrague,,0,0,2 days ago,1763001015.80168,2025-11-14T21:30:15.801680,youtube,153,"wow I no longer live in the UK but its the first advert that has really hit me hard, that was amazing! PR finally doing what they should do! Brilliant!!!",wow i no longer live in the uk but its the first advert that has really hit me hard that was amazing pr finally doing what they should do brilliant,longer live uk first advert hit hard amazing pr finally brilliant,"wow I no longer live in the UK but its the first advert that has really hit me hard, that was amazing! PR finally doing what they should do! Brilliant!!!",153,30,4.133333333333334,0.2680871212121212,0.684375,True,False,False
dc5S4IV_NeA,UgyFQEtl5ieMyDEnNgh4AaABAg,Music aside That kid looks petrified of his dad like he's done something wrong,@the45boxs79,,0,0,2 days ago (edited),1763001015.902587,2025-11-14T21:30:15.902587,youtube,78,Music aside That kid looks petrified of his dad like he's done something wrong,music aside that kid looks petrified of his dad like hes done something wrong,music aside kid look petrified dad he done something wrong,Music aside That kid looks petrified of his dad like he's done something wrong,78,14,4.642857142857143,-0.5,0.9,False,False,False
dc5S4IV_NeA,Ugyt_GNNPSusfzLN4UZ4AaABAg,John Lewis don’t sell records 😐,@stephaniebennett9123,,0,0,2 days ago,1763001016.004114,2025-11-14T21:30:16.004557,youtube,31,John Lewis don’t sell records 😐,john lewis don’t sell records 😐,john lewis sell record,John Lewis don’t sell records 😐,31,6,4.333333333333333,0.0,0.0,False,False,True
dc5S4IV_NeA,UgxiseBvZA-sJr8hkPB4AaABAg,"What a beautiful video.  Well done John Lewis, you made me cry 🥹",@selwyn581,,0,0,2 days ago,1763001016.104621,2025-11-14T21:30:16.104621,youtube,64,"What a beautiful video. Well done John Lewis, you made me cry 🥹",what a beautiful video well done john lewis you made me cry 🥹,beautiful video well done john lewis made cry,"What a beautiful video. Well done John Lewis, you made me cry 🥹",64,13,3.923076923076923,0.85,1.0,False,False,False
dc5S4IV_NeA,UgwR8ImiLIkRO4GQp6B4AaABAg,"Thank you for portraying autism in a positive light.
Too many of us are still excluded.
🫂❤️",@LookinAtStars,,0,0,3 days ago,1762914616.205945,2025-11-14T21:30:16.205945,youtube,91,Thank you for portraying autism in a positive light. Too many of us are still excluded. 🫂❤️,thank you for portraying autism in a positive light too many of us are still excluded 🫂❤️,thank portraying autism positive light many u still excluded,Thank you for portraying autism in a positive light. Too many of us are still excluded. 🫂❤️,91,17,4.411764705882353,0.3757575757575758,0.5818181818181818,False,False,True
dc5S4IV_NeA,UgxrEtORfsg2vhdKM6J4AaABAg,"Manchester…early 90’s, the Hacienda, the House and Garage music scene, United started winning everything…the city was alive. . Great memories well played John Lewis",@sammyw6687,,0,0,3 days ago,1762914616.30795,2025-11-14T21:30:16.307950,youtube,164,"Manchester…early 90’s, the Hacienda, the House and Garage music scene, United started winning everything…the city was alive. . Great memories well played John Lewis",manchester…early ’s the hacienda the house and garage music scene united started winning everything…the city was alive great memories well played john lewis,manchester early hacienda house garage music scene united started winning everything city alive memory well played john lewis,"Manchester…early 90’s, the Hacienda, the House and Garage music scene, United started winning everything…the city was alive. . Great memories well played John Lewis",164,24,5.875,0.4666666666666666,0.6333333333333333,False,False,False
dc5S4IV_NeA,UgymCWlW_85AGu-NYhN4AaABAg,Why did he only just find it though?,@SuperChilliJam,,0,1,3 days ago,1762914616.409049,2025-11-14T21:30:16.409049,youtube,36,Why did he only just find it though?,why did he only just find it though,find though,Why did he only just find it though?,36,8,3.625,0.0,1.0,False,True,False
dc5S4IV_NeA,Ugzbk0lUNyzmgwwzEGx4AaABAg,This advert is even better that it triggers the wokesters,@gazzhumbly5433,,0,0,3 days ago,1762914616.611183,2025-11-14T21:30:16.611183,youtube,57,This advert is even better that it triggers the wokesters,this advert is even better that it triggers the wokesters,advert even better trigger wokesters,This advert is even better that it triggers the wokesters,57,10,4.8,0.5,0.5,False,False,False
dc5S4IV_NeA,UgwEJryz2Kh7vAtDEXl4AaABAg,I guess Im the only one that sees this ad as nothing more than a manipulation of your mind for consumerism. Ahhhhh this makes me feel sad..its from John Lewis...I guess ill go and shop from their store...Are we so deep into this psychosis as a species that we cant even comprehend that a group of people got hired to make an ad not because they care or because its holidays but because they need to make more money this season. And all you sheep fell for it.,@Senorzilchnzero,,0,0,3 days ago,1762914616.713209,2025-11-14T21:30:16.713209,youtube,458,I guess Im the only one that sees this ad as nothing more than a manipulation of your mind for consumerism. Ahhhhh this makes me feel sad..its from John Lewis...I guess ill go and shop from their store...Are we so deep into this psychosis as a species that we cant even comprehend that a group of people got hired to make an ad not because they care or because its holidays but because they need to make more money this season. And all you sheep fell for it.,i guess im the only one that sees this ad as nothing more than a manipulation of your mind for consumerism ahhhhh this makes me feel sadits from john lewisi guess ill go and shop from their storeare we so deep into this psychosis as a species that we cant even comprehend that a group of people got hired to make an ad not because they care or because its holidays but because they need to make more money this season and all you sheep fell for it,guess im one see ad nothing manipulation mind consumerism ahhhhh make feel sadits john lewisi guess ill go shop storeare deep psychosis specie cant even comprehend group people hired make ad care holiday need make money season sheep fell,I guess Im the only one that sees this ad as nothing more than a manipulation of your mind for consumerism. Ahhhhh this makes me feel sad..its from John Lewis...I guess ill go and shop from their store...Are we so deep into this psychosis as a species that we cant even comprehend that a group of people got hired to make an ad not because they care or because its holidays but because they need to make more money this season. And all you sheep fell for it.,458,88,4.215909090909091,0.1,0.6799999999999999,False,False,False
dc5S4IV_NeA,UgxRZqnJ3n2cncXtwf94AaABAg,Love the artwork in the house,@jamsward1966,,0,0,3 days ago,1762914616.813711,2025-11-14T21:30:16.813711,youtube,29,Love the artwork in the house,love the artwork in the house,love artwork house,Love the artwork in the house,29,6,4.0,0.5,0.6,False,False,False
dc5S4IV_NeA,Ugw7TV4so2aoEkrdKXt4AaABAg,Great advert. Caught the dynamic between me and my son perfectly.,@joselebeer,,0,0,3 days ago,1762914617.016324,2025-11-14T21:30:17.016324,youtube,65,Great advert. Caught the dynamic between me and my son perfectly.,great advert caught the dynamic between me and my son perfectly,advert caught dynamic son perfectly,Great advert. Caught the dynamic between me and my son perfectly.,65,11,5.0,0.6,0.6388888888888888,False,False,False
dc5S4IV_NeA,Ugy3NoEj47ZZ-8YlL6B4AaABAg,"Yes its a shame that these relationships with parents/dads happen in the first place isnt it, it takes so much more than a sentimental record in an advert  to fix all that pain though. So much more. 🙏🕊🙁",@michelecull3261,,0,0,3 days ago (edited),1762914617.219022,2025-11-14T21:30:17.219022,youtube,202,"Yes its a shame that these relationships with parents/dads happen in the first place isnt it, it takes so much more than a sentimental record in an advert to fix all that pain though. So much more. 🙏🕊🙁",yes its a shame that these relationships with parentsdads happen in the first place isnt it it takes so much more than a sentimental record in an advert to fix all that pain though so much more 🙏🕊🙁,shame relationship parentsdads happen first place isnt take much sentimental record advert fix pain though much,"Yes its a shame that these relationships with parents/dads happen in the first place isnt it, it takes so much more than a sentimental record in an advert to fix all that pain though. So much more. 🙏🕊🙁",202,38,4.315789473684211,0.25,0.5833333333333333,False,False,True
dc5S4IV_NeA,Ugzs1WQk9_rMUFeW8Ch4AaABAg,Your boy's never too old for a hug,@beemac79,,0,0,3 days ago,1762914617.320249,2025-11-14T21:30:17.320249,youtube,34,Your boy's never too old for a hug,your boys never too old for a hug,boy never old hug,Your boy's never too old for a hug,34,8,3.375,0.1,0.2,False,False,False
dc5S4IV_NeA,Ugy2GxlFxISaM_FV0cV4AaABAg,"To be honest, I thought the son was coming out. Nearly a normal ad asides dad crying over some bull",@GManie88,,0,0,4 days ago,1762828217.624648,2025-11-14T21:30:17.624648,youtube,99,"To be honest, I thought the son was coming out. Nearly a normal ad asides dad crying over some bull",to be honest i thought the son was coming out nearly a normal ad asides dad crying over some bull,honest thought son coming nearly normal ad aside dad cry bull,"To be honest, I thought the son was coming out. Nearly a normal ad asides dad crying over some bull",99,20,4.0,0.18333333333333335,0.7166666666666667,False,False,False
